atlas_id	family	resource	scene_id	row	column	x	y	width	height	semantic_name	category	description	intended_use
exterior-06	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_industrial_shipyard_collage.png	ext-06-r2c1	2	1	7	386	672	375	exterior-suspended-wreck-hangar	shipyard	Broken vessel suspended in a cavernous hangar.	maintenance or salvage background
exterior-06	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_industrial_shipyard_collage.png	ext-06-r2c2	2	2	687	386	674	375	exterior-flooded-repair-basin	shipyard	Flooded repair basin filled with vessels and lights.	fleet management background
exterior-06	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_industrial_shipyard_collage.png	ext-06-r2c3	2	3	1369	386	672	375	exterior-storm-shipyard-city	shipyard	Storm-dark shipyard city extending into the distance.	world shell or transit background
exterior-07	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_ruins_under_endless_rain.png	ext-07-r1c1	1	1	5	5	676	377	exterior-broken-hull-in-rain	wreck	Broken hull under relentless rain and cloud.	recovery report background
exterior-07	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_ruins_under_endless_rain.png	ext-07-r1c2	1	2	686	5	676	377	exterior-collapsed-industrial-platforms	ruins	Collapsed industrial platforms surrounding a wrecked ship.	frontier disaster background
exterior-07	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_ruins_under_endless_rain.png	ext-07-r1c3	1	3	1367	5	676	377	exterior-diagonal-derelict-rain	wreck	Diagonal derelict hull beneath endless rain.	salvage or encounter background
exterior-07	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_ruins_under_endless_rain.png	ext-07-r2c1	2	1	5	386	676	377	exterior-flooded-wreck-basin	ruins	Flooded basin filled with ruined structures and hulls.	ecology or recovery background
exterior-07	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_ruins_under_endless_rain.png	ext-07-r2c2	2	2	686	386	676	377	exterior-ruined-city-shipyard	ruins	Ruined city shipyard reflected in dark water.	world simulation background
exterior-07	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_ruins_under_endless_rain.png	ext-07-r2c3	2	3	1367	386	676	377	exterior-isolated-flooded-tower	industrial-city	Isolated industrial tower standing in floodwater.	remote location background
exterior-08	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_shipyard_under_stormy_skies.png	ext-08-r1c1	1	1	4	5	677	377	exterior-stranded-vessel-platform	shipyard	Stranded vessel beside an elevated industrial platform.	fleet repair background
exterior-08	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_shipyard_under_stormy_skies.png	ext-08-r1c2	1	2	685	5	678	377	exterior-illuminated-flooded-yard	shipyard	Illuminated flooded yard beneath heavy storm clouds.	logistics background
exterior-08	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_shipyard_under_stormy_skies.png	ext-08-r1c3	1	3	1367	5	677	377	exterior-stormlit-carrier-hangar	shipyard	Carrier framed by a storm-lit hangar interior.	fleet registry background
exterior-08	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_shipyard_under_stormy_skies.png	ext-08-r2c1	2	1	4	386	677	377	exterior-elevated-crane-city	industrial-city	Elevated crane city above wet industrial decks.	station operations background
exterior-08	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_shipyard_under_stormy_skies.png	ext-08-r2c2	2	2	685	386	678	377	exterior-docked-derelict-rain	shipyard	Derelict vessel docked in rain and blue work lights.	maintenance background
exterior-08	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/futuristic_shipyard_under_stormy_skies.png	ext-08-r2c3	2	3	1367	386	677	377	exterior-collapsed-hull-field	wreck	Collapsed hull and wreckage field under dark skies.	loss report background
exterior-09	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/industrial_ruins_and_submerged_wrecks.png	ext-09-r1c1	1	1	4	3	676	379	exterior-submarine-wreck-hangar	shipyard	Submarine wreck beneath a dark industrial hangar.	fleet recovery background
exterior-09	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/industrial_ruins_and_submerged_wrecks.png	ext-09-r1c2	1	2	685	3	678	379	exterior-rainy-industrial-basin	industrial-city	Rainy industrial basin filled with suspended structures.	world operations background
exterior-09	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/industrial_ruins_and_submerged_wrecks.png	ext-09-r1c3	1	3	1367	3	677	379	exterior-enclosed-repair-dock	shipyard	Enclosed repair dock containing a damaged vessel.	fleet maintenance background
exterior-09	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/industrial_ruins_and_submerged_wrecks.png	ext-09-r2c1	2	1	4	386	676	377	exterior-suspended-freighter-yard	shipyard	Freighter suspended over an industrial work yard.	construction or registry background
exterior-09	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/industrial_ruins_and_submerged_wrecks.png	ext-09-r2c2	2	2	685	386	678	377	exterior-half-submerged-carrier-dock	underwater-wreck	Half-submerged carrier beside a flooded dock.	salvage or logistics background
exterior-09	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/industrial_ruins_and_submerged_wrecks.png	ext-09-r2c3	2	3	1367	386	677	377	exterior-wreckage-valley-blue	ruins	Blue-lit valley of broken hulls and industrial ruins.	frontier exploration background
exterior-10	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/submerged_industrial_dystopia_in_blue_light.png	ext-10-r1c1	1	1	7	7	709	376	exterior-submerged-cruiser-blue	underwater-wreck	Submerged cruiser illuminated by cold blue light.	wreck discovery background
exterior-10	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/submerged_industrial_dystopia_in_blue_light.png	ext-10-r1c2	1	2	724	7	640	376	exterior-flooded-submarine-service-yard	shipyard	Submarine resting inside a flooded service yard.	fleet repair background
exterior-10	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/submerged_industrial_dystopia_in_blue_light.png	ext-10-r1c3	1	3	1371	7	669	376	exterior-underwater-industrial-city	industrial-city	Underwater industrial city built around black water.	world map or station background
exterior-10	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/submerged_industrial_dystopia_in_blue_light.png	ext-10-r2c1	2	1	7	389	709	371	exterior-abyssal-suspended-habitat	industrial-city	Suspended habitat towers descending into an abyss.	remote location background
exterior-10	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/submerged_industrial_dystopia_in_blue_light.png	ext-10-r2c2	2	2	724	389	640	371	exterior-flooded-industrial-corridor	industrial-city	Long flooded industrial corridor with a luminous gate.	transit or simulation background
exterior-10	EXTERIOR	/io/github/mrcalzon02/barotrauma/assets/composite_atlas_images/submerged_industrial_dystopia_in_blue_light.png	ext-10-r2c3	2	3	1371	389	669	371	exterior-grounded-submarine-basin	underwater-wreck	Grounded submarine inside a vast flooded basin.	fleet recovery or salvage background
